cell_index,cell_id,borough,nta_id,nta_name,housing_units,median_gross_rent_usd,margin_of_error_usd,rent_percentile,bar_height_m,source_level,primary_source_level,dominant_source_geoid,source_geography_count,source_unit_coverage_share,lower_bound_90_usd,upper_bound_90_usd
2608,892a100dcabffff,Brooklyn,BK0401,Bushwick (West),1251,2135.3,258.0,0.7058,1739.8,block_group,block_group,360470445002,4,1.0,1877.3,2393.3
2609,892a100dcafffff,Brooklyn,BK0401,Bushwick (West),1598,2658.7,194.6,0.9351,2433.2,block_group,block_group,360470443002,8,1.0,2464.1,2853.3
2610,892a100dcb3ffff,Queens,QN0502,Ridgewood,1038,2227.2,150.6,0.7781,1935.4,block_group,block_group,360810545001,7,1.0,2076.6,2377.8
2611,892a100dcb7ffff,Queens,QN0502,Ridgewood,1297,1917.3,117.0,0.4949,1209.4,block_group,block_group,360810545003,6,1.0,1800.3,2034.3
2612,892a100dcbbffff,Brooklyn,BK0401,Bushwick (West),757,2071.8,210.9,0.6446,1585.2,block_group,block_group,360470445001,5,1.0,1860.9,2282.7
2613,892a100dcc3ffff,Brooklyn,BK0104,East Williamsburg,6,1833.0,9.0,0.4139,1000.9,borough,borough,36047,1,1.0,1824.0,1842.0
2619,892a100dd03ffff,Brooklyn,BK0402,Bushwick (East),845,2149.3,199.4,0.7168,1772.0,mixed,block_group,36047041300,6,1.0,1949.9,2348.7
2620,892a100dd07ffff,Brooklyn,BK0402,Bushwick (East),928,2369.2,257.2,0.846,2148.0,mixed,block_group,360470403003,4,1.0,2112.0,2626.4
2621,892a100dd0bffff,Brooklyn,BK0402,Bushwick (East),1156,2297.4,330.1,0.8135,2041.0,block_group,block_group,360470399001,6,1.0,1967.3,2627.5
2622,892a100dd0fffff,Brooklyn,BK0402,Bushwick (East),1030,2289.8,340.6,0.81,2032.3,block_group,block_group,360470401002,5,1.0,1949.2,2630.4
2623,892a100dd13ffff,Brooklyn,BK0402,Bushwick (East),1035,2100.9,226.1,0.6735,1654.7,mixed,block_group,360470437002,6,1.0,1874.8,2327.0
2624,892a100dd17ffff,Brooklyn,BK0402,Bushwick (East),842,2330.5,127.0,0.832,2102.1,mixed,block_group,360470411001,6,1.0,2203.5,2457.5
2625,892a100dd1bffff,Brooklyn,BK0402,Bushwick (East),1049,2539.4,262.5,0.8979,2312.2,block_group,block_group,360470415002,4,1.0,2276.9,2801.9
2626,892a100dd23ffff,Brooklyn,BK1601,Ocean Hill,1169,1760.7,274.3,0.3429,825.4,block_group,block_group,360470369001,6,1.0,1486.4,2035.0
2627,892a100dd27ffff,Brooklyn,BK1601,Ocean Hill,589,2103.3,575.4,0.6757,1661.3,block_group,block_group,360470367003,3,1.0,1527.9,2678.7
2628,892a100dd2bffff,Brooklyn,BK1601,Ocean Hill,1027,1868.8,311.7,0.4508,1094.6,block_group,block_group,360470371004,7,1.0,1557.1,2180.5
2629,892a100dd2fffff,Brooklyn,BK1601,Ocean Hill,1055,2368.3,537.8,0.8458,2147.3,mixed,block_group,36047036900,4,1.0,1830.5,2906.1
2630,892a100dd33ffff,Brooklyn,BK0402,Bushwick (East),721,2196.6,511.9,0.7532,1875.6,block_group,block_group,360470403001,4,1.0,1684.7,2708.5
2631,892a100dd37ffff,Brooklyn,BK0402,Bushwick (East),260,1949.8,392.4,0.525,1283.5,block_group,block_group,360470405001,2,1.0,1557.4,2342.2
2632,892a100dd3bffff,Brooklyn,BK0402,Bushwick (East),831,2079.9,345.3,0.6493,1598.2,block_group,block_group,360470403002,5,1.0,1734.6,2425.2
2633,892a100dd43ffff,Brooklyn,BK0402,Bushwick (East),1221,1692.9,346.4,0.2695,668.1,block_group,block_group,360470397003,6,1.0,1346.5,2039.3
2634,892a100dd47ffff,Brooklyn,BK0402,Bushwick (East),1109,2337.0,195.6,0.8344,2110.9,block_group,block_group,360470397002,6,1.0,2141.4,2532.6
2635,892a100dd4bffff,Brooklyn,BK0302,Bedford-Stuyvesant (East),1142,2983.1,307.0,0.9778,2577.9,block_group,block_group,360470387001,5,1.0,2676.1,3290.1
2636,892a100dd4fffff,Brooklyn,BK0302,Bedford-Stuyvesant (East),1010,2379.5,205.4,0.8501,2160.8,block_group,block_group,360470375002,5,1.0,2174.1,2584.9
2637,892a100dd53ffff,Brooklyn,BK0402,Bushwick (East),1080,978.9,209.9,0.0312,109.8,mixed,block_group,360470417004,5,1.0,769.0,1188.8
2638,892a100dd57ffff,Brooklyn,BK0402,Bushwick (East),1091,2332.7,386.9,0.8329,2105.5,mixed,block_group,360470399002,6,1.0,1945.8,2719.6
2639,892a100dd5bffff,Brooklyn,BK0402,Bushwick (East),1454,2300.3,530.6,0.8149,2046.4,mixed,block_group,360470395001,7,1.0,1769.7,2830.9
2640,892a100dd63ffff,Brooklyn,BK0302,Bedford-Stuyvesant (East),1141,1889.6,382.4,0.4682,1142.2,mixed,block_group,360470377002,7,1.0,1507.2,2272.0
2641,892a100dd67ffff,Brooklyn,BK0302,Bedford-Stuyvesant (East),981,1939.8,201.8,0.5148,1259.6,block_group,block_group,360470379002,7,1.0,1738.0,2141.6
2642,892a100dd6bffff,Brooklyn,BK0302,Bedford-Stuyvesant (East),975,2072.3,321.8,0.6455,1587.1,block_group,block_group,360470381001,6,1.0,1750.5,2394.1
2643,892a100dd6fffff,Brooklyn,BK0302,Bedford-Stuyvesant (East),636,1924.3,254.1,0.4999,1225.7,block_group,block_group,360470379002,3,1.0,1670.2,2178.4
2644,892a100dd73ffff,Brooklyn,BK1601,Ocean Hill,1126,1572.8,118.5,0.18,455.5,mixed,block_group,360470373001,8,1.0,1454.3,1691.3
2645,892a100dd77ffff,Brooklyn,BK1601,Ocean Hill,1213,1572.9,193.7,0.1805,456.1,mixed,block_group,360470373003,5,1.0,1379.2,1766.6
2646,892a100dd7bffff,Brooklyn,BK0302,Bedford-Stuyvesant (East),889,2275.7,459.0,0.804,2012.9,block_group,block_group,360470375001,5,1.0,1816.7,2734.7
2647,892a100dd83ffff,Queens,QN0502,Ridgewood,201,2083.2,282.4,0.6558,1605.9,block_group,block_group,360810559001,2,1.0,1800.8,2365.6
2648,892a100dd8bffff,Brooklyn,BK0402,Bushwick (East),1086,2153.5,367.1,0.7197,1781.8,block_group,block_group,360470437001,4,1.0,1786.4,2520.6
2649,892a100dd8fffff,Brooklyn,BK0402,Bushwick (East),836,2128.8,390.0,0.7005,1725.3,block_group,block_group,360470409001,3,1.0,1738.8,2518.8
2650,892a100dd93ffff,Queens,QN0502,Ridgewood,726,2019.2,143.1,0.5946,1453.7,block_group,block_group,360810559001,6,1.0,1876.1,2162.3
2651,892a100dd97ffff,Queens,QN0503,Glendale,268,1991.9,366.4,0.5703,1390.5,mixed,block_group,360810565001,3,1.0,1625.5,2358.3
2652,892a100dd9bffff,Queens,QN0502,Ridgewood,418,1752.7,234.7,0.3344,804.1,block_group,block_group,360810555002,3,1.0,1518.0,1987.4
2653,892a100ddc3ffff,Brooklyn,BK0402,Bushwick (East),668,2596.8,311.5,0.9157,2372.9,block_group,block_group,360470435003,5,1.0,2285.3,2908.3
2654,892a100ddc7ffff,Brooklyn,BK0402,Bushwick (East),1127,1896.7,567.6,0.4748,1159.6,block_group,block_group,360470435002,7,1.0,1329.1,2464.3
2655,892a100ddcbffff,Brooklyn,BK0402,Bushwick (East),1454,1351.5,294.2,0.0923,243.1,mixed,tract,36047043300,5,1.0,1057.3,1645.7
2656,892a100ddcfffff,Brooklyn,BK0402,Bushwick (East),788,1934.0,242.8,0.5069,1245.1,mixed,block_group,360470417001,7,1.0,1691.2,2176.8
2657,892a100ddd3ffff,Brooklyn,BK0402,Bushwick (East),730,2124.2,520.2,0.6963,1712.9,block_group,block_group,360470439003,4,1.0,1604.0,2644.4
2658,892a100ddd7ffff,Brooklyn,BK0402,Bushwick (East),993,1690.8,450.4,0.2657,661.8,block_group,block_group,360470439001,6,1.0,1240.4,2141.2
2659,892a100dddbffff,Brooklyn,BK0402,Bushwick (East),1358,2322.8,398.0,0.8293,2092.0,block_group,block_group,360470433003,6,1.0,1924.8,2720.8
2660,892a100de03ffff,Brooklyn,BK0103,South Williamsburg,940,1705.9,392.6,0.2818,697.6,block_group,block_group,360470529002,4,1.0,1313.3,2098.5
2661,892a100de07ffff,Brooklyn,BK0103,South Williamsburg,704,2135.4,188.6,0.7059,1740.4,mixed,block_group,360470533001,5,1.0,1946.8,2324.0
2662,892a100de0bffff,Brooklyn,BK0103,South Williamsburg,856,1956.2,415.1,0.5401,1304.9,block_group,block_group,360470535001,4,1.0,1541.1,2371.3
2663,892a100de0fffff,Brooklyn,BK0103,South Williamsburg,1104,1661.7,310.8,0.2381,595.6,block_group,block_group,360470533003,6,1.0,1350.9,1972.5
2664,892a100de13ffff,Brooklyn,BK0102,Williamsburg,2017,2025.1,499.3,0.5999,1468.5,mixed,block_group,360470527006,8,1.0,1525.8,2524.4
2665,892a100de17ffff,Brooklyn,BK0103,South Williamsburg,533,1980.6,275.1,0.5632,1370.1,mixed,block_group,36047052900,5,1.0,1705.5,2255.7
2666,892a100de1bffff,Brooklyn,BK0102,Williamsburg,1254,2205.2,266.4,0.7658,1896.9,block_group,block_group,360470525001,5,1.0,1938.8,2471.6
2667,892a100de23ffff,Brooklyn,BK0301,Bedford-Stuyvesant (West),58,2736.9,409.2,0.9502,2481.3,block_group,block_group,360471237003,2,1.0,2327.7,3146.1
2668,892a100de27ffff,Brooklyn,BK0301,Bedford-Stuyvesant (West),1946,1136.6,173.7,0.0487,141.7,block_group,block_group,360470255002,4,1.0,962.9,1310.3
2669,892a100de2bffff,Brooklyn,BK0301,Bedford-Stuyvesant (West),1049,2414.6,298.9,0.8629,2199.4,block_group,block_group,360471237002,4,1.0,2115.7,2713.5
2670,892a100de2fffff,Brooklyn,BK0301,Bedford-Stuyvesant (West),1291,2472.3,283.2,0.8786,2253.6,block_group,block_group,360471237002,4,1.0,2189.1,2755.5
2671,892a100de33ffff,Brooklyn,BK0103,South Williamsburg,1455,2543.4,201.6,0.8994,2317.6,block_group,block_group,360470531021,4,1.0,2341.8,2745.0
2672,892a100de37ffff,Brooklyn,BK0301,Bedford-Stuyvesant (West),334,1833.8,438.5,0.4166,1003.9,block_group,block_group,360470257001,3,1.0,1395.3,2272.3
2673,892a100de3bffff,Brooklyn,BK0103,South Williamsburg,890,2166.4,328.9,0.7307,1816.8,block_group,block_group,360470531011,7,1.0,1837.5,2495.3
2674,892a100de43ffff,Brooklyn,BK0102,Williamsburg,1848,3009.0,437.8,0.9791,2582.8,block_group,block_group,360470547003,3,1.0,2571.2,3446.8
2675,892a100de47ffff,Brooklyn,BK0103,South Williamsburg,1806,600.7,120.6,0.0078,62.0,mixed,block_group,360470545005,5,1.0,480.1,721.3
2676,892a100de53ffff,Brooklyn,BK0102,Williamsburg,1367,3121.0,311.2,0.9885,2612.5,mixed,tract,36047054900,3,1.0,2809.8,3432.2
2677,892a100de57ffff,Brooklyn,BK0102,Williamsburg,1379,1544.4,496.7,0.1662,420.9,block_group,block_group,360470525002,7,1.0,1047.7,2041.1
2678,892a100de5bffff,Brooklyn,BK0102,Williamsburg,1363,3362.1,346.4,0.9991,2646.5,mixed,block_group,360470547003,3,1.0,3015.7,3708.5
2679,892a100de67ffff,Brooklyn,BK0204,Clinton Hill,54,2618.9,84.4,0.9231,2397.6,mixed,block_group,360471237001,2,1.0,2534.5,2703.3
2680,892a100de6fffff,Brooklyn,BK0203,Fort Greene,505,2007.0,444.0,0.5829,1423.7,tract,tract,36047021100,1,1.0,1563.0,2451.0
2681,892a100de73ffff,Brooklyn,BK0103,South Williamsburg,963,1192.6,149.8,0.0585,165.4,mixed,block_group,360470539002,3,1.0,1042.8,1342.4
2682,892a100de77ffff,Brooklyn,BK0103,South Williamsburg,568,1935.1,774.6,0.5084,1248.9,block_group,block_group,360470537002,2,1.0,1160.5,2709.7
2683,892a100de83ffff,Brooklyn,BK0104,East Williamsburg,1394,2751.1,318.1,0.9522,2488.2,mixed,block_group,360470503002,6,1.0,2433.0,3069.2
2684,892a100de87ffff,Brooklyn,BK0104,East Williamsburg,1257,2144.8,250.8,0.7126,1760.1,block_group,block_group,360470505002,4,1.0,1894.0,2395.6
2685,892a100de8bffff,Brooklyn,BK0102,Williamsburg,1678,2609.5,467.7,0.9201,2388.0,mixed,tract,36047051300,6,1.0,2141.8,3077.2
2686,892a100de8fffff,Brooklyn,BK0104,East Williamsburg,1618,1977.5,265.9,0.5602,1360.6,mixed,block_group,360470511003,7,1.0,1711.6,2243.4
2687,892a100de93ffff,Brooklyn,BK0104,East Williamsburg,1193,2621.7,259.7,0.924,2401.0,mixed,block_group,360470497003,8,1.0,2362.0,2881.4
2688,892a100de97ffff,Brooklyn,BK0104,East Williamsburg,1080,2461.4,309.6,0.8753,2242.1,mixed,block_group,360470495003,5,1.0,2151.8,2771.0
2689,892a100de9bffff,Brooklyn,BK0102,Williamsburg,1321,2753.5,269.1,0.9526,2489.6,mixed,block_group,360470513001,5,1.0,2484.4,3022.6
2690,892a100dea3ffff,Brooklyn,BK0104,East Williamsburg,2319,1211.9,110.6,0.0624,172.8,block_group,block_group,360470491004,5,1.0,1101.3,1322.5
2691,892a100dea7ffff,Brooklyn,BK0103,South Williamsburg,428,1972.9,402.8,0.5566,1349.8,block_group,block_group,360470507001,4,1.0,1570.1,2375.7
2692,892a100deabffff,Brooklyn,BK0103,South Williamsburg,882,2150.3,249.7,0.7178,1775.3,block_group,block_group,360470509001,3,1.0,1900.6,2400.0
2693,892a100deafffff,Brooklyn,BK0103,South Williamsburg,573,2037.3,291.7,0.6114,1500.6,block_group,block_group,360470507001,2,1.0,1745.6,2329.0
2694,892a100deb3ffff,Brooklyn,BK0104,East Williamsburg,1471,1956.1,358.0,0.5399,1304.3,block_group,block_group,360470493024,6,1.0,1598.1,2314.1
2695,892a100deb7ffff,Brooklyn,BK0104,East Williamsburg,2161,928.8,225.5,0.0271,100.5,mixed,tract,36047048900,6,1.0,703.3,1154.3
2696,892a100debbffff,Brooklyn,BK0104,East Williamsburg,1807,1465.5,183.0,0.1321,335.0,block_group,block_group,360470511001,5,1.0,1282.5,1648.5
2697,892a100dec3ffff,Brooklyn,BK0102,Williamsburg,1393,2601.2,368.8,0.917,2376.4,mixed,block_group,36047052300,5,1.0,2232.4,2970.0
2698,892a100dec7ffff,Brooklyn,BK0102,Williamsburg,1187,2301.3,560.5,0.8159,2049.7,mixed,block_group,360470523001,6,1.0,1740.8,2861.8
2699,892a100decbffff,Brooklyn,BK0102,Williamsburg,1782,3041.9,400.7,0.9818,2593.2,mixed,tract,36047055100,2,1.0,2641.2,3442.6
2700,892a100decfffff,Brooklyn,BK0102,Williamsburg,1376,2655.0,1181.5,0.9329,2428.4,mixed,block_group,360470523003,5,1.0,1473.5,3836.5
2701,892a100ded3ffff,Brooklyn,BK0102,Williamsburg,1162,2809.3,585.9,0.9596,2515.1,mixed,tract,36047055300,3,1.0,2223.4,3395.2
2702,892a100ded7ffff,Brooklyn,BK0102,Williamsburg,1230,3175.6,653.5,0.993,2625.7,mixed,block_group,360470519003,3,1.0,2522.1,3829.1
2703,892a100dedbffff,Brooklyn,BK0102,Williamsburg,1217,2153.9,234.8,0.7202,1783.2,mixed,borough,36047,3,1.0,1919.1,2388.7
2704,892a100e003ffff,Queens,QN0707,Flushing-Willets Point,1384,1692.0,143.1,0.2681,665.3,block_group,block_group,360811161002,4,1.0,1548.9,1835.1
2705,892a100e007ffff,Queens,QN0704,Murray Hill-Broadway Flushing,2236,1709.7,102.4,0.2852,705.1,block_group,block_group,360810863001,7,1.0,1607.3,1812.1
2706,892a100e00bffff,Queens,QN0707,Flushing-Willets Point,746,1788.4,192.2,0.3659,884.9,block_group,block_group,360810869001,5,1.0,1596.2,1980.6
2707,892a100e00fffff,Queens,QN0707,Flushing-Willets Point,2064,1880.8,180.4,0.4606,1121.2,block_group,block_group,360810865002,4,1.0,1700.4,2061.2
2708,892a100e013ffff,Queens,QN0704,Murray Hill-Broadway Flushing,1026,1847.2,125.8,0.4307,1040.6,block_group,block_group,360811159003,4,1.0,1721.4,1973.0
2709,892a100e017ffff,Queens,QN0704,Murray Hill-Broadway Flushing,1582,1661.9,154.9,0.2385,596.2,block_group,block_group,360811163011,6,1.0,1507.0,1816.8
2710,892a100e01bffff,Queens,QN0707,Flushing-Willets Point,1251,1663.9,171.4,0.2413,603.0,mixed,block_group,360811161002,4,1.0,1492.5,1835.3
2711,892a100e023ffff,Queens,QN0707,Flushing-Willets Point,1379,1680.1,252.8,0.2557,638.3,block_group,block_group,360810857003,4,1.0,1427.3,1932.9
2712,892a100e027ffff,Queens,QN0707,Flushing-Willets Point,755,1147.1,174.4,0.0502,145.3,block_group,block_group,360810859003,5,1.0,972.7,1321.5
2713,892a100e02bffff,Queens,QN0707,Flushing-Willets Point,2049,1840.0,411.5,0.4226,1019.8,mixed,block_group,360810857001,6,1.0,1428.5,2251.5
2714,892a100e02fffff,Queens,QN0707,Flushing-Willets Point,3050,1662.2,137.2,0.239,597.3,mixed,block_group,360810797012,7,1.0,1525.0,1799.4
2715,892a100e033ffff,Queens,QN0704,Murray Hill-Broadway Flushing,1961,1715.1,106.8,0.2904,719.1,block_group,block_group,360810863004,6,1.0,1608.3,1821.9
2716,892a100e037ffff,Queens,QN0705,East Flushing,291,1629.8,134.4,0.2139,537.7,block_group,block_group,360810861002,5,1.0,1495.4,1764.2
2717,892a100e03bffff,Queens,QN0707,Flushing-Willets Point,2367,1785.7,219.5,0.364,880.2,block_group,block_group,360810855002,5,1.0,1566.2,2005.2
2718,892a100e043ffff,Queens,QN0707,Flushing-Willets Point,17,1941.0,191.0,0.5163,1263.3,tract,tract,36081086900,1,1.0,1750.0,2132.0
2719,892a100e047ffff,Queens,QN0707,Flushing-Willets Point,579,1897.7,135.2,0.4763,1162.7,mixed,block_group,360810869001,3,1.0,1762.5,2032.9
2722,892a100e053ffff,Queens,QN0707,Flushing-Willets Point,775,1486.1,320.8,0.1404,356.0,mixed,tract,36081088902,3,1.0,1165.3,1806.9
2723,892a100e057ffff,Queens,QN0707,Flushing-Willets Point,1152,1043.5,143.8,0.0354,119.2,mixed,block_group,360810889023,4,1.0,899.7,1187.3
2725,892a100e063ffff,Queens,QN0707,Flushing-Willets Point,935,1403.0,138.0,0.1083,283.2,block_group,block_group,360810871002,1,1.0,1265.0,1541.0
2726,892a100e067ffff,Queens,QN0707,Flushing-Willets Point,1597,1623.1,195.2,0.2093,526.6,mixed,block_group,360810849022,5,1.0,1427.9,1818.3
2727,892a100e06bffff,Queens,QN0707,Flushing-Willets Point,68,1403.0,138.0,0.1083,283.2,block_group,block_group,360810871002,1,1.0,1265.0,1541.0
2728,892a100e06fffff,Queens,QN0707,Flushing-Willets Point,1111,2466.4,249.5,0.877,2248.2,block_group,block_group,360810871001,4,1.0,2216.9,2715.9
2729,892a100e073ffff,Queens,QN0707,Flushing-Willets Point,303,1926.1,197.3,0.5006,1228.2,block_group,block_group,360810869001,2,1.0,1728.8,2123.4
2730,892a100e077ffff,Queens,QN0707,Flushing-Willets Point,635,2013.1,366.0,0.5883,1437.1,block_group,block_group,360810853001,2,1.0,1647.1,2379.1
2731,892a100e07bffff,Queens,QN0707,Flushing-Willets Point,292,1895.8,186.2,0.4739,1156.5,block_group,block_group,360810869001,2,1.0,1709.6,2082.0
2732,892a100e083ffff,Queens,QN0704,Murray Hill-Broadway Flushing,213,2413.2,770.1,0.8622,2196.7,block_group,block_group,360811157001,2,1.0,1643.1,3183.3
2733,892a100e087ffff,Queens,QN0704,Murray Hill-Broadway Flushing,461,1904.2,123.6,0.4823,1178.9,block_group,block_group,360811155001,3,1.0,1780.6,2027.8
2734,892a100e08bffff,Queens,QN0704,Murray Hill-Broadway Flushing,161,1845.2,195.6,0.4279,1034.4,block_group,block_group,360811159001,3,1.0,1649.6,2040.8
2735,892a100e08fffff,Queens,QN0704,Murray Hill-Broadway Flushing,405,2003.4,143.7,0.5794,1415.4,block_group,block_group,360811157002,5,1.0,1859.7,2147.1
2736,892a100e093ffff,Queens,QN0704,Murray Hill-Broadway Flushing,264,1860.2,634.6,0.4434,1074.9,mixed,tract,36081105900,4,1.0,1225.6,2494.8
2737,892a100e097ffff,Queens,QN0704,Murray Hill-Broadway Flushing,197,2082.8,498.6,0.6515,1604.6,mixed,block_group,360811155001,3,1.0,1584.2,2581.4
2738,892a100e09bffff,Queens,QN0704,Murray Hill-Broadway Flushing,201,1816.2,128.4,0.3955,956.6,block_group,block_group,360811047002,2,1.0,1687.8,1944.6
2739,892a100e0a3ffff,Queens,QN0704,Murray Hill-Broadway Flushing,320,1867.1,114.5,0.4492,1090.3,block_group,block_group,360811167001,4,1.0,1752.6,1981.6
2740,892a100e0a7ffff,Queens,QN0705,East Flushing,496,1721.6,110.8,0.296,733.0,block_group,block_group,360811187001,5,1.0,1610.8,1832.4
2741,892a100e0abffff,Queens,QN0704,Murray Hill-Broadway Flushing,1081,1676.1,153.4,0.2526,630.3,block_group,block_group,360811163022,7,1.0,1522.7,1829.5
2742,892a100e0afffff,Queens,QN0705,East Flushing,585,1585.8,431.6,0.1888,474.7,block_group,block_group,360811187002,3,1.0,1154.2,2017.4
2743,892a100e0b3ffff,Queens,QN0704,Murray Hill-Broadway Flushing,351,2017.3,128.6,0.5917,1446.0,block_group,block_group,360811155002,4,1.0,1888.7,2145.9
2744,892a100e0b7ffff,Queens,QN0704,Murray Hill-Broadway Flushing,388,1836.6,104.8,0.4185,1010.0,block_group,block_group,360811167001,5,1.0,1731.8,1941.4
2745,892a100e0bbffff,Queens,QN0704,Murray Hill-Broadway Flushing,746,2090.2,157.0,0.662,1622.8,block_group,block_group,360811157002,3,1.0,1933.2,2247.2
2746,892a100e0c3ffff,Queens,QN0704,Murray Hill-Broadway Flushing,500,2091.0,271.0,0.6626,1624.8,mixed,tract,36081104700,2,1.0,1820.0,2362.0
2747,892a100e0c7ffff,Queens,QN0704,Murray Hill-Broadway Flushing,259,1744.4,191.7,0.3227,782.8,mixed,block_group,360811159001,3,1.0,1552.7,1936.1
2748,892a100e0cbffff,Queens,QN0704,Murray Hill-Broadway Flushing,672,1139.8,586.7,0.0489,142.2,mixed,tract,36081088903,2,1.0,553.1,1726.5
2749,892a100e0cfffff,Queens,QN0707,Flushing-Willets Point,840,2035.3,723.0,0.6098,1495.4,mixed,block_group,360810889022,5,1.0,1312.3,2758.3
2750,892a100e0d3ffff,Queens,QN0704,Murray Hill-Broadway Flushing,649,2147.8,483.4,0.7159,1768.7,mixed,tract,36081104700,4,1.0,1664.4,2631.2
2751,892a100e0d7ffff,Queens,QN0704,Murray Hill-Broadway Flushing,343,1888.0,339.1,0.4666,1138.5,block_group,block_group,360811047003,2,1.0,1548.9,2227.1
2752,892a100e0dbffff,Queens,QN0704,Murray Hill-Broadway Flushing,527,1071.1,949.2,0.0382,125.7,mixed,block_group,360810889032,2,1.0,121.9,2020.3
2753,892a100e11bffff,Queens,QN0705,East Flushing,160,1998.9,1185.4,0.5751,1404.5,mixed,tract,36081120300,3,1.0,813.5,3184.3
2754,892a100e123ffff,Queens,QN0706,Queensboro Hill,322,2060.5,198.2,0.6339,1556.1,mixed,block_group,360811215001,3,1.0,1862.3,2258.7
2755,892a100e127ffff,Queens,QN0802,Pomonok-Electchester-Hillcrest,323,1617.1,332.3,0.2053,517.1,mixed,tract,36081122703,4,1.0,1284.8,1949.4
2756,892a100e12bffff,Queens,QN0706,Queensboro Hill,389,1726.5,170.0,0.302,746.5,mixed,block_group,360811215003,3,1.0,1556.5,1896.5
2757,892a100e12fffff,Queens,QN0802,Pomonok-Electchester-Hillcrest,704,1363.5,106.9,0.0963,253.5,mixed,block_group,360811227033,4,1.0,1256.6,1470.4
2758,892a100e133ffff,Queens,QN0706,Queensboro Hill,89,2575.0,338.0,0.9105,2354.5,block_group,block_group,360811215001,1,1.0,2237.0,2913.0
2759,892a100e137ffff,Queens,QN0706,Queensboro Hill,106,2053.7,1014.1,0.6276,1539.9,mixed,block_group,360811223001,3,1.0,1039.6,3067.8
2760,892a100e13bffff,Queens,QN0706,Queensboro Hill,302,2470.0,184.7,0.878,2251.6,block_group,block_group,360811215001,3,1.0,2285.3,2654.7
2761,892a100e143ffff,Queens,QN0705,East Flushing,320,2129.2,243.8,0.7012,1727.3,block_group,block_group,360810845003,2,1.0,1885.4,2373.0
2762,892a100e147ffff,Queens,QN0706,Queensboro Hill,165,2038.0,353.5,0.6121,1502.5,block_group,block_group,360810837005,3,1.0,1684.5,2391.5
2763,892a100e14bffff,Queens,QN0706,Queensboro Hill,175,1652.1,255.5,0.2293,575.3,block_group,block_group,360810845002,3,1.0,1396.6,1907.6
2764,892a100e14fffff,Queens,QN0706,Queensboro Hill,161,2142.5,510.5,0.711,1755.5,block_group,block_group,360810837002,2,1.0,1632.0,2653.0
2765,892a100e153ffff,Queens,QN0705,East Flushing,372,1726.4,298.4,0.3017,745.9,block_group,block_group,360811205001,3,1.0,1428.0,2024.8
2766,892a100e157ffff,Queens,QN0705,East Flushing,371,1943.8,603.3,0.5193,1270.9,mixed,block_group,360811205001,3,1.0,1340.5,2547.1
2767,892a100e15bffff,Queens,QN0705,East Flushing,1972,1166.0,210.7,0.0547,156.2,block_group,block_group,360810845001,5,1.0,955.3,1376.7
2768,892a100e163ffff,Queens,QN0706,Queensboro Hill,418,2476.4,764.3,0.8795,2257.0,block_group,block_group,360810837003,4,1.0,1712.1,3240.7
2769,892a100e167ffff,Queens,QN0802,Pomonok-Electchester-Hillcrest,247,2122.8,492.5,0.6946,1707.6,block_group,block_group,360811227025,4,1.0,1630.3,2615.3
2770,892a100e16bffff,Queens,QN0706,Queensboro Hill,352,2163.7,661.9,0.7276,1806.9,block_group,block_group,360810837001,3,1.0,1501.8,2825.6
2771,892a100e16fffff,Queens,QN0801,Kew Gardens Hills,105,2086.0,291.0,0.6585,1614.4,block_group,block_group,360810803023,1,1.0,1795.0,2377.0
2772,892a100e173ffff,Queens,QN0706,Queensboro Hill,154,2111.9,395.8,0.6849,1682.1,block_group,block_group,360810837005,2,1.0,1716.1,2507.7
2773,892a100e177ffff,Queens,QN0706,Queensboro Hill,378,2417.4,201.9,0.8636,2202.1,block_group,block_group,360811215002,2,1.0,2215.5,2619.3
2774,892a100e17bffff,Queens,QN0706,Queensboro Hill,403,2137.7,526.5,0.7075,1745.7,block_group,block_group,360810837002,4,1.0,1611.2,2664.2
2776,892a100e187ffff,Queens,QN0705,East Flushing,173,2710.7,520.2,0.9459,2465.5,mixed,block_group,360811207012,2,1.0,2190.5,3230.9
2777,892a100e18bffff,Queens,QN0705,East Flushing,180,2198.0,342.0,0.7599,1880.3,block_group,block_group,360811207011,1,1.0,1856.0,2540.0
2778,892a100e18fffff,Queens,QN0705,East Flushing,131,2509.5,427.4,0.8878,2284.9,block_group,block_group,360811207012,2,1.0,2082.1,2936.9
2779,892a100e193ffff,Queens,QN0705,East Flushing,185,2663.3,239.9,0.9367,2438.0,mixed,block_group,360811195001,2,1.0,2423.4,2903.2
2780,892a100e197ffff,Queens,QN0705,East Flushing,110,2561.8,1124.2,0.9069,2341.5,mixed,tract,36081145900,2,1.0,1437.6,3686.0
2781,892a100e19bffff,Queens,QN0705,East Flushing,257,2736.6,256.5,0.95,2480.7,mixed,block_group,360811195001,4,1.0,2480.1,2993.1
2782,892a100e1a7ffff,Queens,QN1101,Auburndale,138,2719.0,538.0,0.9471,2470.3,tract,tract,36081141700,1,1.0,2181.0,3257.0
2784,892a100e1b3ffff,Queens,QN0705,East Flushing,106,2717.3,467.7,0.9468,2469.0,mixed,tract,36081141700,2,1.0,2249.6,3185.0
